,canonized_url,date,original_url,mime_type,response_code,old_checksum,length
511,"com,twitter)/potus44",20171101044253,https://twitter.com/POTUS44,text/html,200,JE6WA3ECZHFO6AKRQ5DNBFZMPZF2WXSQ,48215
512,"com,twitter)/potus44",20171102070715,https://twitter.com/POTUS44,text/html,200,LEO2EHHKG7NUENBWL2YDLEMAZLC6RVFJ,48224
513,"com,twitter)/potus44",20171103053516,https://twitter.com/POTUS44,text/html,200,GUKPNVHUEPIABD6ZZ66RV5VSKRXUI6GP,48031
514,"com,twitter)/potus44",20171104062358,https://twitter.com/POTUS44,text/html,200,UXHMCQIZKGPJOYVDSFZHJ4VCSFBBPKZD,48175
515,"com,twitter)/potus44",20171105040210,https://twitter.com/POTUS44,text/html,200,IUVV4G44LNWU2ZFUF4CU3U43Y3JWBKLC,47914
516,"com,twitter)/potus44",20171106050315,https://twitter.com/POTUS44,text/html,200,MVMBNASWBRGXTHI354SCLJE6C23OP3DQ,47803
517,"com,twitter)/potus44",20171106172523,https://www.twitter.com/potus44,unk,301,3I42H3S6NNFQ2MSVX7XZKYAYSCX5QBYJ,551
518,"com,twitter)/potus44",20171107042114,https://twitter.com/POTUS44,text/html,200,CVLNH7ITL2UGZBZ5PZKHEGUMWKP4Q6SI,48262
519,"com,twitter)/potus44",20171108054438,https://twitter.com/POTUS44,text/html,200,76IJHPTPRFLIODIP6TLFTX5Y532GCO2E,48168
520,"com,twitter)/potus44",20171109025127,https://twitter.com/potus44,text/html,200,7F7NELYEM42P4CLXG6IG7QANPWHWTSRF,50840
521,"com,twitter)/potus44",20171109045450,https://twitter.com/POTUS44,text/html,200,WWO2524WXYH5MXEAW5QEGELKN5AFV455,48258
522,"com,twitter)/potus44",20171109185451,https://twitter.com/potus44,text/html,200,2M3KWB77E76O6PZABYFHWKHZWF46OOFL,51141
523,"com,twitter)/potus44",20171110040056,https://twitter.com/POTUS44,text/html,200,YWBRHVZO35UM2OFHAIOIMA6ZXPVJNBOA,48285
524,"com,twitter)/potus44",20171110062033,https://twitter.com/potus44,text/html,200,GGSQN3RNDJ7NJSEIOR644Z4RNWXCKI52,51017
525,"com,twitter)/potus44",20171111041131,https://twitter.com/POTUS44,text/html,200,WXP7AFPEVHUKTQ3QDFOCX2NGBHAX6ODX,48337
